1652997835.386995,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387048,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387101,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387164,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387202,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387240,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387276,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387297,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997835.387318,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997836.387581,s2-eth1,5726316.00,44820.00,5771136.00,44820,5726316,741.00,672.00,1413.00,672,741,0.00,0.00,0,0
1652997836.387612,s3-eth2,46441.00,5758030.00,5804471.00,5758030,46441,676.00,757.00,1433.00,757,676,0.00,0.00,0,0
1652997836.387648,s2-eth2,45353.00,5734747.00,5780100.00,5734747,45353,671.00,746.00,1417.00,746,671,0.00,0.00,0,0
1652997836.387713,s1-eth1,5721525.00,44676.00,5766201.00,44676,5721525,732.00,676.00,1408.00,676,732,0.00,0.00,0,0
1652997836.387734,lo,20728.00,20728.00,41456.00,20728,20728,120.00,120.00,240.00,120,120,0.00,0.00,0,0
1652997836.387754,s1-eth2,44820.00,5726316.00,5771136.00,5726316,44820,672.00,741.00,1413.00,741,672,0.00,0.00,0,0
1652997836.387775,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997836.387795,s3-eth1,5734747.00,45353.00,5780100.00,45353,5734747,746.00,671.00,1417.00,671,746,0.00,0.00,0,0
1652997836.387814,total,17339930.00,17374670.00,34714600.00,17374670,17339930,4358.00,4383.00,8741.00,4383,4358,0.00,0.00,0,0
