1652997528.971763,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.971808,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.971850,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.971913,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.971935,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.971956,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.971981,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.972005,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997528.972025,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997529.972335,s2-eth1,1220289.00,27613.00,1247902.00,27613,1220289,437.00,409.00,846.00,409,437,0.00,0.00,0,0
1652997529.972369,s3-eth2,29828.00,1219650.00,1249478.00,1219650,29828,425.00,423.00,848.00,423,425,0.00,0.00,0,0
1652997529.972409,s2-eth2,28948.00,1220747.00,1249695.00,1220747,28948,419.00,430.00,849.00,430,419,0.00,0.00,0,0
1652997529.972472,s1-eth1,1218383.00,26782.00,1245165.00,26782,1218383,444.00,405.00,849.00,405,444,0.00,0.00,0,0
1652997529.972495,lo,26360.00,26360.00,52720.00,26360,26360,165.00,165.00,330.00,165,165,0.00,0.00,0,0
1652997529.972517,s1-eth2,27613.00,1217327.00,1244940.00,1217327,27613,409.00,436.00,845.00,436,409,0.00,0.00,0,0
1652997529.972540,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997529.972561,s3-eth1,1217785.00,28948.00,1246733.00,28948,1217785,429.00,419.00,848.00,419,429,0.00,0.00,0,0
1652997529.972582,total,3769206.00,3767427.00,7536633.00,3767427,3769206,2728.00,2687.00,5415.00,2687,2728,0.00,0.00,0,0
1652997530.973010,s2-eth1,1223247.00,27195.00,1250442.00,27195,1223247,426.00,410.00,836.00,410,426,0.00,0.00,0,0
1652997530.973047,s3-eth2,28280.00,1223900.00,1252180.00,1223900,28280,416.00,422.00,838.00,422,416,0.00,0.00,0,0
1652997530.973092,s2-eth2,27510.00,1224101.00,1251611.00,1224101,27510,411.00,423.00,834.00,423,411,0.00,0.00,0,0
1652997530.973159,s1-eth1,1223841.00,26994.00,1250835.00,26994,1223841,429.00,409.00,838.00,409,429,0.00,0.00,0,0
1652997530.973186,lo,5340.00,5340.00,10680.00,5340,5340,27.00,27.00,54.00,27,27,0.00,0.00,0,0
1652997530.973211,s1-eth2,27195.00,1223247.00,1250442.00,1223247,27195,410.00,426.00,836.00,426,410,0.00,0.00,0,0
1652997530.973237,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997530.973261,s3-eth1,1224101.00,27510.00,1251611.00,27510,1224101,423.00,411.00,834.00,411,423,0.00,0.00,0,0
1652997530.973285,total,3759514.00,3758287.00,7517801.00,3758287,3759514,2542.00,2528.00,5070.00,2528,2542,0.00,0.00,0,0
1652997531.973620,s2-eth1,1221319.00,26976.00,1248295.00,26976,1221319,423.00,407.00,830.00,407,423,0.00,0.00,0,0
1652997531.973659,s3-eth2,27378.00,1220938.00,1248316.00,1220938,27378,409.00,421.00,830.00,421,409,0.00,0.00,0,0
1652997531.973703,s2-eth2,27177.00,1221118.00,1248295.00,1221118,27177,408.00,422.00,830.00,422,408,0.00,0.00,0,0
1652997531.973773,s1-eth1,1221520.00,26730.00,1248250.00,26730,1221520,424.00,405.00,829.00,405,424,0.00,0.00,0,0
1652997531.973799,lo,3432.00,3432.00,6864.00,3432,3432,18.00,18.00,36.00,18,18,0.00,0.00,0,0
1652997531.973825,s1-eth2,26976.00,1221319.00,1248295.00,1221319,26976,407.00,423.00,830.00,423,407,0.00,0.00,0,0
1652997531.973850,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1652997531.973875,s3-eth1,1221118.00,27177.00,1248295.00,27177,1221118,422.00,408.00,830.00,408,422,0.00,0.00,0,0
1652997531.973899,total,3748920.00,3747690.00,7496610.00,3747690,3748920,2511.00,2504.00,5015.00,2504,2511,0.00,0.00,0,0
1652997532.974486,s2-eth1,1224281.00,27199.00,1251480.00,27199,1224281,424.00,410.00,834.00,410,424,0.00,0.00,0,0
1652997532.974523,s3-eth2,27559.00,1225484.00,1253043.00,1225484,27559,412.00,424.00,836.00,424,412,0.00,0.00,0,0
1652997532.974560,s2-eth2,27379.00,1222653.00,1250032.00,1222653,27379,411.00,423.00,834.00,423,411,0.00,0.00,0,0
1652997532.974688,s1-eth1,1224461.00,26998.00,1251459.00,26998,1224461,425.00,409.00,834.00,409,425,0.00,0.00,0,0
