20220519175849,10.0.0.2,43032,10.0.0.1,5001,3,0.0-1.0,1966080,15728640
20220519175850,10.0.0.2,43032,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20220519175851,10.0.0.2,43032,10.0.0.1,5001,3,2.0-3.0,1441792,11534336
20220519175852,10.0.0.2,43032,10.0.0.1,5001,3,3.0-4.0,1310720,10485760
20220519175853,10.0.0.2,43032,10.0.0.1,5001,3,4.0-5.0,1264960,10119680
20220519175854,10.0.0.2,43032,10.0.0.1,5001,3,5.0-6.0,1563840,12510720
20220519175855,10.0.0.2,43032,10.0.0.1,5001,3,6.0-7.0,1563840,12510720
20220519175856,10.0.0.2,43032,10.0.0.1,5001,3,7.0-8.0,1563840,12510720
20220519175857,10.0.0.2,43032,10.0.0.1,5001,3,8.0-9.0,1498680,11989440
20220519175858,10.0.0.2,43032,10.0.0.1,5001,3,9.0-10.0,1303200,10425600
20220519175859,10.0.0.2,43032,10.0.0.1,5001,3,10.0-11.0,1172880,9383040
20220519175900,10.0.0.2,43032,10.0.0.1,5001,3,11.0-12.0,1238040,9904320
20220519175901,10.0.0.2,43032,10.0.0.1,5001,3,12.0-13.0,1172880,9383040
20220519175902,10.0.0.2,43032,10.0.0.1,5001,3,13.0-14.0,1238040,9904320
20220519175903,10.0.0.2,43032,10.0.0.1,5001,3,14.0-15.0,1238040,9904320
20220519175904,10.0.0.2,43032,10.0.0.1,5001,3,15.0-16.0,1238040,9904320
20220519175905,10.0.0.2,43032,10.0.0.1,5001,3,16.0-17.0,1238040,9904320
20220519175906,10.0.0.2,43032,10.0.0.1,5001,3,17.0-18.0,1172880,9383040
20220519175907,10.0.0.2,43032,10.0.0.1,5001,3,18.0-19.0,1238040,9904320
20220519175908,10.0.0.2,43032,10.0.0.1,5001,3,19.0-20.0,1238040,9904320
20220519175909,10.0.0.2,43032,10.0.0.1,5001,3,20.0-21.0,1172880,9383040
20220519175910,10.0.0.2,43032,10.0.0.1,5001,3,21.0-22.0,651600,5212800
20220519175911,10.0.0.2,43032,10.0.0.1,5001,3,22.0-23.0,1238040,9904320
20220519175912,10.0.0.2,43032,10.0.0.1,5001,3,23.0-24.0,1238040,9904320
20220519175913,10.0.0.2,43032,10.0.0.1,5001,3,24.0-25.0,1238040,9904320
20220519175914,10.0.0.2,43032,10.0.0.1,5001,3,25.0-26.0,1172880,9383040
20220519175915,10.0.0.2,43032,10.0.0.1,5001,3,26.0-27.0,1238040,9904320
20220519175916,10.0.0.2,43032,10.0.0.1,5001,3,27.0-28.0,1238040,9904320
20220519175917,10.0.0.2,43032,10.0.0.1,5001,3,28.0-29.0,1172880,9383040
20220519175918,10.0.0.2,43032,10.0.0.1,5001,3,29.0-30.0,1303200,10425600
20220519175919,10.0.0.2,43032,10.0.0.1,5001,3,30.0-31.0,1172880,9383040
20220519175920,10.0.0.2,43032,10.0.0.1,5001,3,31.0-32.0,1238040,9904320
20220519175921,10.0.0.2,43032,10.0.0.1,5001,3,32.0-33.0,1238040,9904320
20220519175922,10.0.0.2,43032,10.0.0.1,5001,3,33.0-34.0,1172880,9383040
20220519175923,10.0.0.2,43032,10.0.0.1,5001,3,34.0-35.0,1238040,9904320
20220519175924,10.0.0.2,43032,10.0.0.1,5001,3,35.0-36.0,1303200,10425600
20220519175925,10.0.0.2,43032,10.0.0.1,5001,3,36.0-37.0,1172880,9383040
20220519175926,10.0.0.2,43032,10.0.0.1,5001,3,37.0-38.0,1238040,9904320
20220519175927,10.0.0.2,43032,10.0.0.1,5001,3,38.0-39.0,1238040,9904320
20220519175928,10.0.0.2,43032,10.0.0.1,5001,3,39.0-40.0,1172880,9383040
20220519175929,10.0.0.2,43032,10.0.0.1,5001,3,40.0-41.0,1238040,9904320
20220519175930,10.0.0.2,43032,10.0.0.1,5001,3,41.0-42.0,1238040,9904320
20220519175931,10.0.0.2,43032,10.0.0.1,5001,3,42.0-43.0,1238040,9904320
20220519175932,10.0.0.2,43032,10.0.0.1,5001,3,43.0-44.0,586440,4691520
20220519175933,10.0.0.2,43032,10.0.0.1,5001,3,44.0-45.0,1238040,9904320
20220519175934,10.0.0.2,43032,10.0.0.1,5001,3,45.0-46.0,1172880,9383040
20220519175935,10.0.0.2,43032,10.0.0.1,5001,3,46.0-47.0,1238040,9904320
20220519175936,10.0.0.2,43032,10.0.0.1,5001,3,47.0-48.0,1303200,10425600
20220519175937,10.0.0.2,43032,10.0.0.1,5001,3,48.0-49.0,1172880,9383040
20220519175938,10.0.0.2,43032,10.0.0.1,5001,3,49.0-50.0,1238040,9904320
20220519175939,10.0.0.2,43032,10.0.0.1,5001,3,50.0-51.0,1172880,9383040
20220519175940,10.0.0.2,43032,10.0.0.1,5001,3,51.0-52.0,1238040,9904320
20220519175941,10.0.0.2,43032,10.0.0.1,5001,3,52.0-53.0,1238040,9904320
20220519175942,10.0.0.2,43032,10.0.0.1,5001,3,53.0-54.0,1238040,9904320
20220519175943,10.0.0.2,43032,10.0.0.1,5001,3,54.0-55.0,1172880,9383040
20220519175944,10.0.0.2,43032,10.0.0.1,5001,3,55.0-56.0,1303200,10425600
20220519175945,10.0.0.2,43032,10.0.0.1,5001,3,56.0-57.0,1238040,9904320
20220519175946,10.0.0.2,43032,10.0.0.1,5001,3,57.0-58.0,1172880,9383040
20220519175947,10.0.0.2,43032,10.0.0.1,5001,3,58.0-59.0,1238040,9904320
20220519175948,10.0.0.2,43032,10.0.0.1,5001,3,59.0-60.0,1172880,9383040
20220519175948,10.0.0.2,43032,10.0.0.1,5001,3,0.0-60.4,74800784,9906957
